Time,V(NODE2),
0.0051,-1.5999999999999979,
0.00511,-1.5599999999999987,
0.00512,-1.5199999999999996,
0.00513,-1.4800000000000004,
0.00514,-1.4400000000000048,
0.00515,-1.4000000000000021,
0.00516,-1.360000000000003,
0.00517,-1.3200000000000003,
0.00518,-1.2800000000000047,
0.00519,-1.240000000000002,
0.0052,-1.2000000000000028,
0.00521,-1.1600000000000037,
0.00522,-1.120000000000001,
0.00523,-1.0799999999999983,
0.00524,-1.0399999999999991,
0.00525,-1,
0.00526,-0.9600000000000009,
0.00527,-0.9199999999999982,
0.00528,-0.8800000000000026,
0.00529,-0.8399999999999999,
0.0053,-0.8000000000000007,
0.00531,-0.7600000000000051,
0.00532,-0.7200000000000024,
0.00533,-0.6799999999999997,
0.00534,-0.639999999999997,
0.00535,-0.6000000000000014,
0.00536,-0.5599999999999987,
0.00537,-0.5200000000000031,
0.00538,-0.4800000000000004,
0.00539,-0.4400000000000013,
0.0054,-0.3999999999999986,
0.00541,-0.360000000000003,
0.00542,-0.3200000000000003,
0.00543,-0.2800000000000047,
0.00544,-0.240000000000002,
0.00545,-0.20000000000000284,
0.00546,-0.16000000000000014,
0.00547,-0.120000000000001,
0.00548,-0.08000000000000185,
0.00549,-0.03999999999999915,
0.0055,-3.552713678800501e-15,
0.00551,0.03999999999999915,
0.00552,0.0799999999999983,
0.00553,0.120000000000001,
0.00554,0.1599999999999966,
0.00555,0.1999999999999993,
0.00556,0.23999999999999488,
0.00557,0.2799999999999976,
0.00558,0.31999999999999673,
0.00559,0.35999999999999943,
0.0056,0.3999999999999986,
0.00561,0.4400000000000013,
0.00562,0.4800000000000004,
0.00563,0.519999999999996,
0.00564,0.5599999999999987,
0.00565,0.5999999999999979,
0.00566,0.639999999999997,
0.00567,0.6799999999999962,
0.00568,0.7199999999999989,
0.00569,0.7599999999999945,
0.0057,0.7999999999999972,
0.00571,0.8399999999999999,
0.00572,0.8800000000000026,
0.00573,0.9199999999999982,
0.00574,0.9600000000000009,
0.00575,1,
0.00576,1.0399999999999991,
0.00577,1.0799999999999983,
0.00578,1.120000000000001,
0.00579,1.1599999999999966,
0.0058,1.1999999999999957,
0.00581,1.2399999999999984,
0.00582,1.279999999999994,
0.00583,1.3199999999999967,
0.00584,1.3599999999999994,
0.00585,1.4000000000000021,
0.00586,1.4399999999999977,
0.00587,1.4800000000000004,
0.00588,1.5199999999999996,
0.00589,1.5599999999999987,
0.0059,1.5999999999999979,
0.00591,1.6400000000000006,
0.00592,1.6799999999999962,
0.00593,1.7199999999999989,
0.00594,1.759999999999998,
0.00595,1.7999999999999972,
0.00596,1.8399999999999963,
0.00597,1.879999999999999,
0.00598,1.9200000000000017,
0.00599,1.9599999999999973,
0.006,-2,
0.00601,-1.9600000000000009,
0.00602,-1.9200000000000017,
0.00603,-1.8800000000000026,
0.00604,-1.8399999999999999,
0.00605,-1.8000000000000043,
0.00606,-1.7600000000000016,
0.00607,-1.7200000000000024,
0.00608,-1.6800000000000033,
0.00609,-1.6400000000000006,
0.0061,-1.5999999999999979,
0.00611,-1.5599999999999987,
0.00612,-1.5200000000000031,
0.00613,-1.4800000000000004,
0.00614,-1.4400000000000048,
0.00615,-1.4000000000000021,
0.00616,-1.360000000000003,
0.00617,-1.3200000000000003,
0.00618,-1.2800000000000047,
0.00619,-1.240000000000002,
0.0062,-1.2000000000000028,
0.00621,-1.1600000000000037,
0.00622,-1.120000000000001,
0.00623,-1.0799999999999983,
0.00624,-1.0399999999999991,
0.00625,-1,
0.00626,-0.9600000000000009,
0.00627,-0.9199999999999982,
0.00628,-0.8800000000000026,
0.00629,-0.8400000000000034,
0.0063,-0.8000000000000007,
0.00631,-0.7600000000000051,
0.00632,-0.7200000000000024,
0.00633,-0.6799999999999997,
0.00634,-0.6400000000000041,
0.00635,-0.6000000000000014,
0.00636,-0.5599999999999987,
0.00637,-0.5200000000000031,
0.00638,-0.4800000000000004,
0.00639,-0.4400000000000013,
0.0064,-0.3999999999999986,
0.00641,-0.360000000000003,
0.00642,-0.3200000000000003,
0.00643,-0.2800000000000047,
0.00644,-0.240000000000002,
0.00645,-0.20000000000000284,
0.00646,-0.16000000000000014,
0.00647,-0.120000000000001,
0.00648,-0.08000000000000185,
0.00649,-0.03999999999999915,
0.0065,-3.552713678800501e-15,
0.00651,0.03999999999999915,
0.00652,0.0799999999999983,
0.00653,0.120000000000001,
0.00654,0.1599999999999966,
0.00655,0.1999999999999993,
0.00656,0.23999999999999488,
0.00657,0.2799999999999976,
0.00658,0.31999999999999673,
0.00659,0.35999999999999943,
0.0066,0.3999999999999986,
0.00661,0.4400000000000013,
0.00662,0.4800000000000004,
0.00663,0.519999999999996,
0.00664,0.5599999999999987,
0.00665,0.5999999999999979,
0.00666,0.639999999999997,
0.00667,0.6799999999999962,
0.00668,0.7199999999999989,
0.00669,0.7599999999999945,
0.0067,0.7999999999999972,
0.00671,0.8399999999999999,
0.00672,0.879999999999999,
0.00673,0.9199999999999982,
0.00674,0.9600000000000009,
0.00675,1,
0.00676,1.0399999999999991,
0.00677,1.0799999999999983,
0.00678,1.1199999999999974,
0.00679,1.1599999999999966,
0.0068,1.1999999999999957,
0.00681,1.2399999999999984,
0.00682,1.279999999999994,
0.00683,1.3199999999999967,
0.00684,1.3599999999999994,
0.00685,1.4000000000000021,
0.00686,1.4399999999999977,
0.00687,1.4800000000000004,
0.00688,1.5199999999999996,
0.00689,1.5599999999999987,
0.0069,1.5999999999999979,
0.00691,1.6400000000000006,
0.00692,1.6799999999999962,
0.00693,1.7199999999999989,
0.00694,1.759999999999998,
0.00695,1.7999999999999936,
0.00696,1.8399999999999963,
0.00697,1.879999999999999,
0.00698,1.9200000000000017,
0.00699,1.9599999999999973,
0.007,-2,
0.00701,-1.9600000000000009,
0.00702,-1.9200000000000017,
0.00703,-1.8800000000000026,
0.00704,-1.8399999999999999,
0.00705,-1.8000000000000043,
0.00706,-1.7600000000000016,
0.00707,-1.7200000000000024,
0.00708,-1.6800000000000033,
0.00709,-1.6400000000000006,
0.0071,-1.6000000000000014,
0.00711,-1.5599999999999987,
0.00712,-1.5200000000000031,
0.00713,-1.4800000000000004,
0.00714,-1.4400000000000048,
0.00715,-1.4000000000000021,
0.00716,-1.360000000000003,
0.00717,-1.3200000000000003,
0.00718,-1.2800000000000047,
0.00719,-1.240000000000002,
0.0072,-1.2000000000000028,
0.00721,-1.1600000000000037,
0.00722,-1.120000000000001,
0.00723,-1.0799999999999983,
0.00724,-1.0399999999999991,
0.00725,-1,
0.00726,-0.9600000000000009,
0.00727,-0.9199999999999982,
0.00728,-0.8800000000000026,
0.00729,-0.8400000000000034,
0.0073,-0.8000000000000007,
0.00731,-0.7600000000000051,
0.00732,-0.7200000000000024,
0.00733,-0.6800000000000068,
0.00734,-0.6400000000000041,
0.00735,-0.6000000000000014,
0.00736,-0.5599999999999987,
0.00737,-0.5200000000000031,
0.00738,-0.4800000000000004,
0.00739,-0.4400000000000013,
0.0074,-0.3999999999999986,
0.00741,-0.360000000000003,
0.00742,-0.3200000000000003,
0.00743,-0.2800000000000047,
0.00744,-0.240000000000002,
0.00745,-0.20000000000000284,
0.00746,-0.16000000000000014,
0.00747,-0.120000000000001,
0.00748,-0.08000000000000185,
0.00749,-0.03999999999999915,
0.0075,-3.552713678800501e-15,
0.00751,0.03999999999999915,
0.00752,0.0799999999999983,
0.00753,0.120000000000001,
0.00754,0.1599999999999966,
0.00755,0.1999999999999993,
0.00756,0.23999999999999488,
0.00757,0.2799999999999976,
0.00758,0.31999999999999673,
0.00759,0.35999999999999943,
0.0076,0.3999999999999986,
0.00761,0.4399999999999977,
0.00762,0.4800000000000004,
0.00763,0.519999999999996,
0.00764,0.5599999999999987,
0.00765,0.5999999999999979,
0.00766,0.639999999999997,
0.00767,0.6799999999999962,
0.00768,0.7199999999999989,
0.00769,0.7599999999999945,
0.0077,0.7999999999999972,
0.00771,0.8399999999999963,
0.00772,0.879999999999999,
0.00773,0.9199999999999982,
0.00774,0.9600000000000009,
0.00775,1,
0.00776,1.0399999999999991,
0.00777,1.0799999999999983,
0.00778,1.1199999999999974,
0.00779,1.1599999999999966,
0.0078,1.1999999999999957,
0.00781,1.2399999999999984,
0.00782,1.2800000000000011,
0.00783,1.3199999999999967,
0.00784,1.3599999999999994,
0.00785,1.399999999999995,
0.00786,1.4399999999999977,
0.00787,1.4800000000000004,
0.00788,1.5199999999999996,
0.00789,1.5599999999999952,
0.0079,1.6000000000000014,
0.00791,1.6400000000000006,
0.00792,1.6799999999999962,
0.00793,1.7199999999999953,
0.00794,1.759999999999991,
0.00795,1.7999999999999972,
0.00796,1.8399999999999963,
0.00797,1.879999999999999,
0.00798,1.9199999999999946,
0.00799,1.9600000000000009,
0.008,-2,
0.00801,-1.9600000000000009,
0.00802,-1.9200000000000017,
0.00803,-1.8799999999999955,
0.00804,-1.8400000000000034,
0.00805,-1.8000000000000043,
0.00806,-1.7600000000000051,
0.00807,-1.7199999999999989,
0.00808,-1.6799999999999997,
0.00809,-1.6400000000000077,
0.0081,-1.6000000000000014,
0.00811,-1.5600000000000023,
0.00812,-1.519999999999996,
0.00813,-1.480000000000004,
0.00814,-1.4400000000000048,
0.00815,-1.4000000000000057,
0.00816,-1.3599999999999994,
0.00817,-1.3200000000000003,
0.00818,-1.2800000000000011,
0.00819,-1.240000000000009,
0.0082,-1.2000000000000028,
0.00821,-1.1600000000000037,
0.00822,-1.1199999999999974,
0.00823,-1.0800000000000054,
0.00824,-1.0399999999999991,
0.00825,-1,
0.00826,-0.9600000000000009,
0.00827,-0.9200000000000017,
0.00828,-0.8800000000000097,
0.00829,-0.8399999999999963,
0.0083,-0.8000000000000043,
0.00831,-0.7600000000000051,
0.00832,-0.720000000000006,
0.00833,-0.6799999999999997,
0.00834,-0.6400000000000006,
0.00835,-0.6000000000000014,
0.00836,-0.5600000000000023,
0.00837,-0.519999999999996,
0.00838,-0.4799999999999969,
0.00839,-0.44000000000000483,
0.0084,-0.4000000000000057,
0.00841,-0.35999999999999943,
0.00842,-0.3200000000000003,
0.00843,-0.28000000000000114,
0.00844,-0.240000000000002,
0.00845,-0.20000000000000284,
0.00846,-0.1600000000000037,
0.00847,-0.12000000000000455,
0.00848,-0.0799999999999983,
0.00849,-0.04000000000000625,
0.0085,0,
0.00851,0.03999999999999915,
0.00852,0.0799999999999983,
0.00853,0.11999999999999744,
0.00854,0.1600000000000037,
0.00855,0.19999999999999574,
0.00856,0.23999999999999488,
0.00857,0.27999999999999403,
0.00858,0.3200000000000003,
0.00859,0.35999999999999943,
0.0086,0.3999999999999986,
0.00861,0.4399999999999977,
0.00862,0.4799999999999969,
0.00863,0.5200000000000031,
0.00864,0.5600000000000023,
0.00865,0.5999999999999943,
0.00866,0.6399999999999935,
0.00867,0.6799999999999997,
0.00868,0.7199999999999989,
0.00869,0.759999999999998,
0.0087,0.79999999999999,
0.00871,0.8399999999999963,
0.00872,0.8799999999999955,
0.00873,0.9200000000000017,
0.00874,0.9599999999999937,
0.00875,1,
0.00876,1.0399999999999991,
0.00877,1.0799999999999983,
0.00878,1.1199999999999974,
0.00879,1.1599999999999966,
0.0088,1.2000000000000028,
0.00881,1.2399999999999949,
0.00882,1.279999999999994,
0.00883,1.3200000000000003,
0.00884,1.3599999999999994,
0.00885,1.3999999999999986,
0.00886,1.4399999999999977,
0.00887,1.4799999999999969,
0.00888,1.5200000000000031,
0.00889,1.5600000000000023,
0.0089,1.5999999999999943,
0.00891,1.6399999999999935,
0.00892,1.6799999999999997,
0.00893,1.7199999999999989,
0.00894,1.759999999999998,
0.00895,1.7999999999999972,
0.00896,1.8399999999999963,
0.00897,1.8799999999999955,
0.00898,1.9200000000000017,
0.00899,1.9600000000000009,
0.009,1.999999999999993,
0.00901,-1.9600000000000009,
0.00902,-1.9200000000000017,
0.00903,-1.8800000000000026,
0.00904,-1.8400000000000034,
0.00905,-1.7999999999999972,
0.00906,-1.759999999999998,
0.00907,-1.720000000000006,
0.00908,-1.6800000000000068,
0.00909,-1.6400000000000006,
0.0091,-1.6000000000000014,
0.00911,-1.5600000000000023,
0.00912,-1.5200000000000031,
0.00913,-1.480000000000004,
0.00914,-1.4399999999999977,
0.00915,-1.3999999999999986,
0.00916,-1.3600000000000065,
0.00917,-1.3200000000000074,
0.00918,-1.2800000000000011,
0.00919,-1.240000000000002,
0.0092,-1.2000000000000028,
0.00921,-1.1600000000000037,
0.00922,-1.1199999999999974,
0.00923,-1.0800000000000054,
0.00924,-1.0399999999999991,
0.00925,-1,
0.00926,-0.960000000000008,
0.00927,-0.9200000000000017,
0.00928,-0.8800000000000026,
0.00929,-0.8400000000000034,
0.0093,-0.8000000000000043,
0.00931,-0.759999999999998,
0.00932,-0.720000000000006,
0.00933,-0.6800000000000068,
0.00934,-0.6400000000000006,
0.00935,-0.6000000000000014,
0.00936,-0.5600000000000023,
0.00937,-0.5200000000000031,
0.00938,-0.480000000000004,
0.00939,-0.4399999999999977,
0.0094,-0.3999999999999986,
0.00941,-0.35999999999999943,
0.00942,-0.3200000000000074,
0.00943,-0.28000000000000824,
0.00944,-0.240000000000002,
0.00945,-0.20000000000000284,
0.00946,-0.1600000000000037,
0.00947,-0.12000000000000455,
0.00948,-0.0799999999999983,
0.00949,-0.03999999999999915,
0.0095,0,
0.00951,0.03999999999999204,
0.00952,0.0799999999999983,
0.00953,0.11999999999999744,
0.00954,0.1599999999999966,
0.00955,0.19999999999999574,
0.00956,0.240000000000002,
0.00957,0.28000000000000114,
0.00958,0.3199999999999932,
0.00959,0.35999999999999943,
0.0096,0.3999999999999986,
0.00961,0.4399999999999977,
0.00962,0.4799999999999969,
0.00963,0.519999999999996,
0.00964,0.5599999999999952,
0.00965,0.6000000000000014,
0.00966,0.6400000000000006,
0.00967,0.6799999999999926,
0.00968,0.7199999999999918,
0.00969,0.759999999999998,
0.0097,0.7999999999999972,
0.00971,0.8399999999999963,
0.00972,0.8799999999999955,
0.00973,0.9200000000000017,
0.00974,0.9600000000000009,
0.00975,1,
0.00976,1.0399999999999991,
0.00977,1.0799999999999912,
0.00978,1.1199999999999974,
0.00979,1.1599999999999966,
0.0098,1.1999999999999957,
0.00981,1.2399999999999949,
0.00982,1.2800000000000011,
0.00983,1.3200000000000003,
0.00984,1.3599999999999923,
0.00985,1.3999999999999986,
0.00986,1.4399999999999977,
0.00987,1.480000000000004,
0.00988,1.519999999999996,
0.00989,1.5599999999999952,
0.0099,1.6000000000000014,
0.00991,1.6400000000000006,
0.00992,1.6799999999999997,
0.00993,1.7199999999999918,
0.00994,1.759999999999991,
0.00995,1.7999999999999972,
0.00996,1.8399999999999963,
0.00997,1.8799999999999955,
0.00998,1.9199999999999946,
0.00999,1.9600000000000009,